B1	B2	B3
7841	2252	candravaralocana
3331	942	candravarman
1582	439	candravartman
22969	6559	candrAvataMsaka
23044	6583	candrAvatI
22780	6508	candravyAkaraNa
30205	8690	candrAzva
12446	3556	candrezvaratIrtha
3568	1014	candrikA
2072	580	candrodayA
19027	5446	caNin
19836	5673	canodhA
30853	8881	cAnUra
44	12	cANUrasUdana
13947	3989	cap
28966	8319	capa
22899	6541	capalAkSa
1197	323	capalatA
4187	1178	capalatAzaya
32148	9248	capalaya
25081	7181	cApalAzraya
26089	7480	cApalekhA
11215	3200	cAphaTTaki
28069	8058	capya
1835	513	car
8331	2383	cAra
3905	1104	cAracuJcu
11389	3245	caradalajA
26390	7564	carakatantravyAkhyA
10145	2883	caraNabhaGga
8359	2393	caraNadAsa
13769	3937	caraNagranthi
26411	7568	caraNAskandana
7982	2287	caraNazuzrUSA
26033	7464	cAraNI
22700	6487	caraNila
4971	1404	caraNopadhAna
22783	6508	cArAntarita
1313	353	caraNyu
10927	3116	cArAyaNI
1040	282	carcA
9254	2629	carcita
12568	3590	cArekSaNa
20682	5919	cari
33200	9546	caritArthaya
2075	581	caritArthin
176	49	caritavya
2535	715	cAritrasiMhagaNi
33068	9507	cAritrasiMhagaNi
15691	4497	cAritravatI
16054	4602	carmabandhana
25347	7260	carmabandhana
25719	7366	carmAcchAdita
2999	850	carmahantrI
2998	849	carmaja
31872	9171	carmakazA
10935	3118	carmamaNDala
31807	9153	carmAnta
3208	905	carmaNvat
26014	7459	carmaNya
23813	6804	carmapaTTa
27351	7853	carmaprasevikA
14229	4070	carmaraGgA
9399	2669	carmaratnabhastrikA
11371	3241	carmaru
15801	4530	carmavaMza
11803	3366	carmin
32654	9388	carSaNi
30487	8774	carSaNi
5156	1460	cartavya
33046	9502	caru
28594	8210	cArubAhu
17532	5020	cArubAhu
1624	451	cArudhAman
17407	4982	cArugIti
20852	5971	cArukarNa
28440	8166	cArumukha
32327	9296	cArurUpa
7600	2176	cAruvAc
32080	9229	cAruvadana
12846	3666	cAruzravas
11287	3216	carv
30106	8662	carv
21302	6090	carvaNA
26095	7482	carvitacarvaNa
8795	2500	caryAvatAra
13818	3952	caS
33510	9628	caSaka
25343	7258	caSaka
30708	8841	cat
26648	7645	caTacaTA
5551	1582	caTacaTA
14212	4066	caTaccaTiti
6058	1719	caTaka
30861	8883	caTakikA
27957	8026	caTakikA
24909	7124	catasR
4858	1376	catita
23815	6805	catuHpaJca
26454	7581	catuHsAdhana
1771	493	catuHsaMstha
6167	1752	catuHsaptata
17260	4935	catuHSaSTitama
26986	7745	cAtuHzabdya
26086	7478	catuHzAla
27508	7896	catuHzarAva
21183	6059	catuHzRGga
4730	1338	catuHzRGga
22204	6349	catuHzruti
16250	4655	caturaGgasainya
2645	748	caturaka
23761	6787	caturaka
17790	5094	caturakSa
30101	8661	caturam
5146	1457	caturartha
6347	1804	catUrAtra
25711	7363	catUrAtra
32209	9263	caturazIta
22835	6521	caturazIti
26920	7724	caturazItitama
11915	3400	caturazraka
27861	8001	cAturbhadraka
27341	7850	caturbhadrikA
9391	2667	caturbhAga
24593	7030	caturbhAga
10200	2902	caturbhujabhaTTAcArya
10170	2891	caturbhUmika
4569	1291	caturdala
18393	5263	caturdat
12745	3639	caturdazavidha
8726	2483	caturdhAvihita
10183	2895	caturdikSu
18618	5329	caturguNa
3851	1092	caturhanu
12252	3504	caturhAyaNI
34350	9878	cAturhotra
14236	4072	caturhrasva
32798	9431	caturjAta
31011	8927	caturjAtaka
11463	3266	cAturmAsa
12453	3557	caturmAsI
815	225	caturmAsya
27494	7891	caturmedha
5849	1654	caturmuhUrtam
28702	8244	caturnavatitama
15782	4524	caturnavatitama
1756	488	caturRddhipAdacaraNatalasupratiSThita
18951	5425	caturthabhAj
7726	2215	caturthabhAj
30204	8690	caturthabhAj
9055	2577	caturthaka
25385	7268	caturthakAla
9789	2780	caturthakAlam
5592	1592	caturthakAle
14293	4087	caturthAMza
16246	4653	caturthaphala
33770	9708	caturuttarastoma
28423	8161	caturvAhin
17283	4944	caturvAhin
17233	4927	caturvaktra
25558	7317	caturvarNAdi
8697	2474	caturvarNamaya
33694	9685	caturvarSikA
19909	5695	caturvedin
28114	8071	cAturvedya
11992	3426	caturvidhasaMzayodbheda
30451	8760	caturvidyA
2904	818	caturviMzacchata
17357	4966	caturviMzastoma
4182	1174	caturviMzati
8320	2380	caturviMzatidhA
21002	6009	caturviMzatima
2546	718	caturyuj
13904	3978	catuS
11961	3415	catuSkikA
32945	9473	catuSkin
11137	3180	catuSkoNa
17520	5016	cAtuSkoTika
27731	7962	catuSpadA
18215	5212	catuSpAdasamanvaya
2242	631	catuSpAdasamanvaya
18056	5164	catuSpAdI
6964	1987	catuSpaJcan
17146	4903	catuSpaJcAza
29837	8576	catuSparyAya
26065	7472	catuSpathakRtAzaya
14535	4154	catuSpatharatA
25212	7222	catuSpathasad
6880	1966	catuSprasthAnika
25401	7272	catuSpuTa
16109	4616	catustAla
26483	7590	catustanA
32894	9461	catustanA
4543	1282	catvarI
16739	4790	cAtvAriMza
10850	3095	catvAriMzati
18445	5284	cAtvAriMzatka
29188	8385	cauDAli
33066	9507	cauDikya
15604	4472	caukSa
18113	5185	cauli
25943	7432	cauraGgin
12339	3524	caurakarman
24872	7114	caurakilbiSa
2641	746	caurApahRta
24503	7003	caurasyakula
17630	5048	cauratara
10637	3040	cauratas
29721	8542	cauroddharaNika
6710	1912	cauryavRtti
13982	3996	cavyajA
30955	8908	cavyajA
34184	9837	cavyaphala
30023	8635	cay
30628	8817	cay
25171	7208	cayaka
30852	8880	ceDI
19070	5459	cedibhUbhuj
2286	642	ceDikA
20343	5824	cedirAj
3194	902	cel
29289	8412	celicIma
26388	7562	ceSTAnirUpaNa
13390	3832	ceSTArha
2299	646	ceSTAvat
13750	3931	ceTa
11208	3197	cetana
12581	3594	cetanAvat
29455	8463	cetasaka
6742	1920	cetavya
33363	9588	cetayitR
13761	3933	ceTikA
15524	4448	chacchikA
25823	7395	chAda
34266	9857	chAdaka
10014	2845	chadiHsammita
11781	3358	chadis
32425	9324	chAdita
9239	2625	chadmadyUta
20784	5953	chadmaghAtin
16919	4842	chadmaveSin
4703	1332	chadmin
20338	5822	chAgA
26918	7724	chAgakarNa
4502	1270	chagala
1911	538	chagalAGghrI
15412	4409	chAgalAntrI
4277	1207	chagalapayas
4793	1356	chagalapayas
7300	2082	chAgamAMsa
3245	915	chAgaNa
3816	1080	chAgazatru
10308	2934	chAgazatru
26668	7651	chal
21992	6285	chala
22470	6425	chalakAraka
29951	8614	chalavAc
30773	8857	chAlikya
2726	771	chalitarAma
10974	3130	challita
30257	8703	chandagati
33891	9745	chandaHpuruSa
15354	4395	chandasikA
4616	1305	chandastva
21464	6132	chando
10994	3137	chandobhASya
28481	8180	chAndogabrAhmaNa
28277	8122	chandogamAhaki
9279	2636	chandogazrAddhatattvapramANa
13481	3858	chAndogya
22816	6516	chAndogyaveda
6450	1834	channa
30226	8695	chardi
34514	9921	chardis
7481	2136	chAta
8334	2384	chAta
12440	3554	chaTAphala
33909	9752	chattrabhaGga
844	230	chAttradarzana
21199	6062	chattradhAratva
29301	8414	chattradhAratva
7685	2200	chAttragomin
34598	9947	chattrAka
26278	7532	chattramukhA
2106	593	chattrapa
22676	6481	chattrapa
3734	1059	chattrapati
28347	8142	chattrIkR
23330	6666	chAttrikya
13831	3957	chattrin
24699	7060	chattriNa
21656	6187	chattriNa
17403	4980	chattrinyAya
6585	1875	chAyAtaru
30302	8716	chedagama
25745	7374	chedI
14553	4160	chedya
7801	2241	chelikA
11813	3368	chidira
33983	9773	chidrAMza
26879	7716	chidraya
3927	1110	chikkAkAraka
33546	9638	chikkanI
26519	7598	chikkika
7137	2043	chilihiNDa
16078	4608	chinnabhakta
24037	6862	chinnAbhra
3746	1064	chinnakarNa
10501	2995	chinnakeza
25944	7432	chinnapattrI
15274	4369	chismaka
6579	1873	choTita
13723	3922	chucchu
6913	1973	chucchundarI
13715	3921	chudra
30710	8842	churaNa
15275	4369	chUrI
15502	4441	churikA
18265	5228	cIAka
3744	1064	cicchuka
7116	2035	cicchukI
1707	474	cid
30677	8832	cidacicchaktiyukta
13460	3852	cidacicchaktiyukta
14300	4088	cidAnandadazazlokI
11032	3146	cidrathI
25418	7276	cidullAsa
21548	6158	cidvRtti
2400	673	cihaNa
32143	9246	cihaNa
33167	9535	cihnabhUta
34050	9798	cihnabhUta
1639	456	cihnadhara
25117	7192	cihnadhAriNI
11879	3389	cihnana
22368	6396	ciJcATaka
28794	8274	ciJcATaka
156	43	cikartiSA
22064	6304	cikartiSu
9828	2796	cikhalli
11516	3281	cikIrSaka
17016	4868	cikIrSita
1536	426	cikit
4696	1331	cikitAna
32589	9371	cikitsaka
15449	4424	cikitsana
30278	8709	cikitsu
22606	6461	cikitvinmanas
15613	4475	cikkaNatA
31063	8947	cikurabhAra
19506	5577	cilimIlikA
10207	2903	cilimIlikA
31965	9197	cilimInaka
33042	9500	ciliminikA
17639	5051	cillAbha
24523	7008	cimi
31903	9181	cimicimA
2563	722	cIna
9502	2697	cIna
7359	2103	cInAka
29597	8506	cInAMzuka
20215	5784	cInapiSTa
14661	4188	cInapiSTa
26730	7670	ciNI
12226	3496	cintA
11154	3183	cintA
19168	5486	cintAkarman
8884	2525	cintana
6706	1911	cintayAna
23498	6711	cintayitavya
25751	7376	cintiti
901	243	cintitopanata
17761	5088	cintiyA
33998	9778	cipiTI
6686	1905	cipuTa
1480	409	cIrabhRt
1634	454	cirakAla
27130	7790	cirakAlIna
17302	4949	cirakIrti
642	172	cirakriya
31485	9059	ciramehin
15294	4374	ciraMjIva
10209	2904	ciramocana
30706	8841	cIrapattrikA
30929	8902	cirapura
6741	1920	cirarAtrepsita
16594	4751	cirArodha
23142	6610	cirArodha
13008	3711	cirasaMcita
25887	7415	cirasaMvRddha
4751	1345	cirATikA
33090	9514	cirayAta
23473	6705	ciri
28258	8115	ciribilva
20257	5798	cirikAka
4144	1165	cIritacchadA
23343	6670	ciriTIka
13294	3798	cirottha
20759	5944	cIrukA
2109	594	citAbhUmi
21068	6026	citAgni
7067	2019	cIti
32369	9309	citizakti
8092	2315	cItkAravat
19223	5503	cItkRti
8382	2398	citpravRtti
899	242	citrabANa
24095	6882	citrabhArata
32380	9312	citrabhitti
7843	2252	citrabhUta
21028	6017	citrabIja
12601	3601	citradarzana
31579	9084	citradhrajati
10060	2856	citradRzIka
13776	3940	citrAGgada
24456	6988	citrAGgasadana
5872	1663	citragrIva
30131	8671	citrajJa
19291	5521	citraka
2861	807	citrakAya
6758	1928	citrakola
31474	9055	citrakUlA
22330	6385	citrakUTA
4998	1413	citrala
2093	589	citralekhA
19106	5471	citralekhA
34210	9842	citralekhanikA
25954	7435	citram
31397	9032	citrAmagha
34695	9983	citramanas
29373	8437	citramImAMsAkhaNDana
11377	3242	citrapAdA
32664	9390	citrapattrikA
29219	8392	citrapRSTha
4200	1182	citrasena
1262	340	citrAsvAtI
17496	5010	citravicitra
4865	1377	citravRtti
7189	2055	citrayAna
25087	7184	citrAyudha
9090	2586	citrazAlikA
12242	3501	citraziras
211	57	citrazocis
10179	2894	citrika
23224	6631	citrika
20113	5754	citrIya
15941	4570	citrotpalA
16005	4587	cittabhramacikitsA
32691	9397	cittabhramacikitsA
22210	6350	cittadravIbhAva
3026	857	cittahRt
33976	9770	cittanAza
29779	8559	cittAnuvartin
13976	3995	cittasamunnati
29445	8461	cittAsukha
11954	3413	cittatApa
10266	2920	cittavaiklavya
5589	1591	cittavedanA
11884	3390	cittaviplava
12231	3498	cittonnatti
20178	5773	cityayUpa
23553	6727	cIvaravat
5339	1519	cIvivAc
6257	1775	cIvivAc
28582	8207	cocaka
4008	1131	coda
10713	3058	codayanmati
21710	6204	codayanmati
32741	9415	codita
21486	6138	colakin
25693	7359	copaDa
5776	1634	copana
8754	2489	corI
27610	7924	coritaka
16931	4846	coSaNa
18550	5313	coska
4826	1365	cRp
22256	6365	cucy
5053	1432	cuD
31768	9142	cud
20790	5954	cUDa
13513	3866	cUDAbhikSuNI
20432	5847	cUDAkaraNa
9610	2728	cUDAla
14382	4111	cUDAmaNidhara
2812	795	cUDin
6110	1734	cuJculi
16737	4790	cukk
9413	2674	cukkasa
15943	4571	cukopayiSu
15660	4489	cukopayiSu
16409	4699	cukra
7491	2138	cukraphala
6691	1907	cukrikA
18858	5402	cukSobhayiSu
15108	4321	cula
19983	5715	cull
14953	4276	cullAkSa
149	40	cullAkSa
2835	801	culu
19891	5690	culukin
22347	6390	culumpin
24089	6881	cumbanadAna
24349	6955	cumbita
1688	469	cUMkRta
5445	1550	cumuri
30880	8888	cund
2968	839	cunda
27501	7892	cuNTI
13693	3913	cup
1510	419	cupadAsaka
1216	327	curAdi
12277	3509	curcuradhvani
16595	4751	curcurazabda
25739	7371	cUrI
2248	632	cUrNAdi
24183	6906	cUrNakRt
9141	2599	cUrNakuntala
700	188	cUrNazas
21046	6021	curu
15516	4447	cUSaNa
25438	7283	cuTI
25413	7275	cUti
27436	7876	cUti
4396	1239	cyautna
15845	4544	cyava
12939	3690	cyavanopAkhyAna
17625	5047	cyavas
4476	1263	cyutasaMskAra
5132	1454	da
6059	1720	da
20560	5885	dabh
6924	1975	dAbha
34071	9804	dacchada
24802	7092	dad
29037	8338	dAda
23278	6652	dAdAbhAi
17297	4947	dadadas
1804	504	dADaka
2411	677	dadAyudha
19938	5703	dadha
9406	2672	dADhikA
23862	6814	dadhikarNa
23563	6730	dadhikra
34044	9795	dadhimaNDoda
2430	681	dadhimaNDodaka
19369	5541	dadhipiNDa
33276	9567	dadhisambhava
19629	5615	dadhisamudra
708	191	dadhisveda
15662	4491	dAdhittha
1900	535	dadhittharasa
33828	9725	dadhivAmana
6119	1736	dadhRSa
19107	5471	dadhyac
31616	9093	dadhyAhvaya
27891	8008	dadhyodana
11225	3201	dadhyodana
11053	3153	dadhyuttara
20883	5978	dADimapattraka
3512	997	dADimaphala
34590	9946	dadrU
18088	5176	dadrukuSTha
6461	1838	dAgavyAyani
17508	5013	DaGgarI
23816	6805	DAGgarI
14322	4096	daghna
28011	8044	dah
1859	524	dAhaharaNa
3200	903	DahAla
27967	8028	DAhalAdhIza
33840	9730	DAhalAdhIza
20399	5839	dAhanAguru
9741	2766	dahanArAti
3409	964	dahanavat
16829	4812	daharapRSTha
33421	9603	dAhAtmaka
32193	9259	Dahu
5878	1664	dainaMdinasadAcAradarpaNa
3049	862	dairghatamasa
1180	319	daityamedajA
10999	3139	daityanAzana
1729	480	daityapati
2256	633	daityapUjya
25872	7411	daityapUjya
33547	9638	daityejya
26583	7622	daityejya
21648	6186	daityendrapUjya
5435	1546	daiva
29570	8497	daivadatta
23884	6819	daivadatti
292	76	daivahataka
31799	9150	daivajana
3255	919	daivajJabhUSaNa
32550	9359	daivalaka
11931	3406	daivAnurodhin
24613	7035	daivAnvita
16834	4813	daivarAjaka
1265	341	daivarakSita
3370	952	daivatapati
27540	7906	daivatarasa
2852	805	daivatya
7337	2095	daivavidhi
7918	2270	daivayajJapiNDasUrya
30466	8765	daivayajJapiNDasUrya
18990	5436	daivayAtava
18585	5321	daivayAtavaka
30602	8807	daivAyatta
26660	7648	daivI
4833	1368	daivodAsa
159	44	daiyAmpAti
19964	5710	daizika
13772	3938	dakSAdhvaradhvansaka
16870	4824	dakSajA
7437	2125	dAkSaka
15907	4562	dakSakanyA
28831	8283	dakSakanyA
13659	3906	dakSasAdhana
11547	3288	dakSatAti
1156	313	dAkSAyaNayajJa
2273	638	dAkSAyaNIpa
24426	6979	dAkSAyaNIpa
32376	9310	dAkSAyaNya
29483	8469	dAkSikarSuka
22698	6486	dAkSikUla
1082	295	dakSiNAbandha
13009	3712	dakSiNAbhimukhasthita
18768	5373	dakSiNAcala
2032	570	dakSiNAdvAta
26102	7483	dAkSiNahoma
22066	6305	dakSiNAjyotis
25128	7195	dakSiNAntikA
19579	5599	dakSiNAnyAya
26726	7669	dakSiNapaJcAla
8800	2501	dakSiNapAJcAlaka
26372	7558	dakSiNApathika
29098	8356	dakSiNapazcArdha
507	134	dakSiNapazcArdha
20707	5927	dakSiNapazcArdha
4544	1282	dakSiNApratyac
26378	7560	dakSiNApratyak
7293	2080	dakSiNApratyakpravaNa
18425	5277	dakSiNapUrva
32873	9455	dakSiNapUrveNa
29371	8437	dakSiNArdha
5412	1539	dakSiNArdhya
13384	3829	dakSiNatas
16999	4863	dakSiNataskaparda
28232	8108	dakSiNataupacAra
19444	5562	dakSiNAtinayana
8410	2403	dakSiNAtinayana
14384	4111	dakSiNatrA
8949	2548	dakSiNAvacara
25870	7410	dakSiNAvacara
13180	3763	dakSiNAvarta
20011	5723	dakSiNAvartaka
33606	9656	dakSiNAzApati
5951	1689	dakSiNAzApati
33424	9604	dakSiNeti
15629	4479	dakSiNeti
19003	5439	dakSiNeti
5787	1637	dakSiNodagdvAra
19149	5481	dakSiNottarAyAma
19517	5580	dakSiNya
33489	9622	dAkSiNya
19424	5556	dAkSiNyasampanna
15345	4392	dAkSiNyasampanna
17081	4887	dAkSya
14057	4019	dAla
28990	8326	DAla
1786	499	dAlA
9383	2665	dAla
12385	3537	DAlacandra
26231	7519	dalAdhIzvara
13182	3763	dalAmla
2124	598	dalapuSpA
5104	1446	dalasnasA
32341	9301	dAlbha
16475	4717	dAlbha
21841	6243	dAlbhyAyana
1335	362	dalmimat
20927	5991	dalodbhava
26749	7677	Dama
29463	8464	dAmAJcala
20190	5777	damakartR
12152	3474	dAmalihya
16895	4833	damamaya
9900	2812	dAman
6295	1790	dAmanaparvan
20488	5865	dAmanI
16964	4855	dAmanIya
24757	7080	DAmaratva
2779	786	Damaruka
23773	6791	damasvasR
22303	6378	damatha
29049	8341	damAvandu
19622	5614	damAya
19974	5713	damayantikA
6637	1890	Dambara
8428	2407	Dambh
13650	3904	dambh
4066	1144	Dambha
10244	2914	DambhA
18840	5397	dambhana
23885	6820	dambhana
24351	6956	dAmbhika
24580	7026	dambhodbhava
5428	1543	dambholi
29527	8484	damita
12604	3603	damitR
19165	5485	dAmodara
25529	7308	dAmodaragupta
16664	4768	daMSTra
4078	1147	daMSTrAla
15052	4305	daMSTrAsena
29747	8548	daMzanAzinI
25245	7234	daMzikA
24930	7130	dAnadharma
23352	6672	dAnakA
23908	6825	dAnakhaNDa
1293	348	dAnakriyAkaumudI
7638	2188	dAnamaJjarI
2826	799	dAnapAramitA
22056	6302	dAnaukas
28219	8105	dAnavAr
8577	2446	dAnavat
27216	7816	dAnavazIkR
8643	2462	dAnavendra
28658	8231	dAnaveya
31817	9155	dAnavidhi
27242	7823	dAnavizodhana
3776	1072	danAyus
27323	7844	dAnazIla
24646	7044	dAnazUra
11249	3208	daNDadhara
26821	7699	daNDadhAraka
7745	2221	daNDAdhipati
8030	2299	daNDaghna
14905	4260	dANDagrAhika
25909	7422	daNDakala
1281	345	daNDakASTha
11839	3376	daNDakAvana
29479	8469	daNDakAvana
13794	3945	daNDAkhya
11383	3243	dANDakIya
13874	3969	daNDakUla
31188	8978	daNDaleza
19066	5457	daNDAmitrA
11146	3181	daNDana
27267	7829	daNDanetR
22380	6399	daNDapakSaka
8205	2341	daNDapAruSyavat
4074	1146	daNDapAtana
31918	9185	daNDapAzika
2934	829	daNDApUpanyAya
30700	8839	daNDatADana
1805	505	daNDavadha
24055	6871	daNDavat
5800	1640	dANDAyanasthalI
16443	4708	daNDazatru
32781	9426	daNDazrI
34368	9882	daNDi
2188	616	dANDin
22628	6466	daNDopaghAtam
1006	272	daNDopAnaha
16778	4799	dAnika
22106	6317	dantabIjA
7584	2170	dantacchadA
33687	9683	dantacchadA
20293	5807	dantacchadana
31716	9125	dantadarzana
6839	1953	dantadhAva
31005	8925	dantAghAta
5503	1566	dantahIna
24429	6981	dantakaza
34627	9957	dantamala
29362	8435	dantaniSkAzita
5786	1637	dantAntaradhiSThita
29456	8463	dantapura
3755	1066	dantapuSpa
6997	1995	dantaskavana
836	229	dantauSThaka
24491	7000	dantavaktra
21121	6040	dantAvalI
30213	8693	dantAvalI
12253	3504	dantavidradhI
29297	8414	dantavyApAra
704	190	dantazuddhi
21753	6217	dantI
26156	7499	dantidantamaya
19992	5718	dantinI
32132	9243	danturacchada
10462	2979	danturaya
24299	6936	dantyauSThya
15314	4385	dantyoSThya
31539	9073	danujadviS
24721	7069	dApana
17152	4905	dApayitavya
22800	6512	dArabalibhuj
22241	6360	dArAdhigamana
2545	717	dAragrahaNa
23061	6590	dAralakSaNa
32111	9238	daratha
859	233	daratimira
22682	6482	daratpurI
23226	6632	darazlatha
11985	3423	darbhAhvaya
22213	6351	darbhaka
21209	6065	darbhapattra
30598	8805	darbhapavitrapANi
27376	7860	darbhapUla
21709	6204	darbhasUci
17904	5123	darbhasUci
22198	6346	darbhaTa
1706	474	darbhazara
28733	8254	dArbhyUSa
21425	6122	dardarIka
34248	9853	darduracchadA
30930	8903	darduraka
8504	2428	darduraparNI
33501	9626	daridrat
31489	9060	darIman
27018	7755	darIman
29078	8349	dArodara
25899	7419	darodara
16707	4781	dArodara
21078	6029	darpacchid
13016	3713	darpapattraka
9190	2612	darpArambha
4781	1353	darpin
26545	7609	darpopazAnti
33349	9585	darpopazAnti
27164	7798	dArSadvata
22561	6450	dartnu
7772	2230	dArugarbhA
615	163	dAruhasta
6281	1785	dArumatsyAhvaya
32991	9486	dArumatsyAhvaya
16065	4604	dArumaya
19172	5489	dAruNakarman
23737	6781	dAruNya
30692	8836	dArupItA
24526	7008	dAruSaTka
21740	6213	dArutIrtha
8464	2415	dArvAhAra
26697	7660	dArvan
28262	8116	daryaka
24119	6888	daryaka
34628	9957	darzanAgni
14892	4256	darzanapratibhU
22614	6462	darzanAvaraNa
18357	5253	darzanaviveka
20626	5903	darzapaurNamAsa
20378	5833	darzapaurNamAsa
31884	9175	darzapaurNamAseSTi
20388	5836	darzapUrNamAsadevatA
6882	1966	darzapUrNamAsaprayoga
17920	5128	darzatazrI
14670	4191	darzayAga
19087	5464	darzayAga
7309	2085	darzayitR
23680	6768	dAsanu
6036	1713	dAsatva
31037	8935	dAsavarga
13767	3937	dAseraka
12801	3654	dAsI
809	223	dAsIdAnavidhi
23708	6774	dAsIdAsa
793	218	dAsikA
5433	1546	dAsikA
18847	5399	dAsIsuta
33741	9699	dasmavarcas
14706	4202	dasmya
5294	1504	dAtavya
32053	9222	dAtRpratIcchaka
26845	7705	dAtRpura
15790	4527	dAtRpura
16866	4823	dattairaNDapallaka
2334	654	dattaka
21708	6204	dattakacandrikA
3082	872	dattakarNa
5764	1631	dattAmitra
13174	3761	dattaprANa
27855	8000	dattArdhacandraka
192	52	dattAsana
32816	9438	dattAtaGka
5673	1611	dattavat
8086	2314	datti
4103	1153	dattvA
31645	9102	dAtyauha
33759	9705	dAtyUhaka
24062	6872	dauhitradauhitra
27940	8022	dauhitravat
22855	6526	dauhRda
34737	9994	dauHsthya
4258	1200	dauHsthya
3640	1035	dauHzIlya
24288	6934	daulmi
33275	9567	daur
16827	4812	daurezruta
33322	9580	daurhArda
33718	9691	daurhRda
31449	9048	daurvAsa
31966	9197	dauryodhani
22537	6443	dauSmanta
15016	4296	dauSmanta
22733	6495	dauz
30840	8876	dAva
6445	1832	davadAna
13639	3900	dAvalatA
17729	5079	dAvapa
23644	6757	davara
17827	5102	dAyabhAgaTIkA
5154	1459	dAyAda
1274	343	dAyAdavat
23805	6802	dAyahara
19761	5653	dAyahara
2885	813	dayAlutva
30707	8841	dAyin
1681	468	dAz
7868	2257	dazabhUmi
21238	6075	dazabhUmiga
33426	9604	dazadazAvayava
29820	8570	dazadhanus
5720	1622	dazadharmagata
26172	7503	dazAgni
2699	763	dazagrAmI
23532	6721	dazaharA
11157	3184	dazakaNTha
26347	7551	dazakaNThAri
33391	9595	dazakSitigarbha
4307	1216	dazamAsya
18907	5412	dazanabIja
17936	5133	dazanavasana
24814	7095	dazanavasanAGgarAga
1332	359	dazAnta
28786	8272	dazapAdI
13206	3769	dazApanna
487	128	dazApavitra
14195	4059	dazaphalavrata
3896	1102	dazapUra
11004	3140	dazArdhabANa
3957	1118	dAzArha
18869	5405	dazArha
6250	1773	dAzArhaka
2940	832	dAzArNa
21004	6009	dazArNeyu
23187	6621	dazArNeyu
18022	5154	dazarUpaka
17723	5076	dazarUpAloka
9003	2562	dAzarUpya
21274	6082	dAzarUpyaka
24668	7051	dazasahaika
27965	8027	dazasAhasra
28791	8273	dazasani
2472	695	dAzaspati
22243	6360	dazati
5803	1642	dazavaikAlika
27007	7752	dazavaikAlika
25525	7307	dazavIra
57	16	dazavIra
30368	8737	dazAvizeSa
12979	3703	dazayojanI
20837	5967	dazazatakaradhArin
1422	391	dazAzvamedhika
33406	9600	dazeraka
26103	7483	dehabaddha
21019	6013	dehacaryA
17875	5116	dehada
2476	696	dehadhAraka
21996	6286	dehadhRk
16184	4637	dehalIdIpanyAya
911	245	dehalIzastuti
8515	2429	dehAnta
1486	411	deharakSA
32843	9448	dehAsava
20745	5938	dehatantra
20755	5942	devabAhu
13557	3878	devabAhu
27503	7892	devabalA
1676	465	devabhaTTa
32520	9351	devabhrAj
33936	9761	devabhrAj
27284	7833	devabhUya
26490	7591	devabodha
14257	4078	devabodhisattva
13928	3984	devabrAhmaNa
10199	2902	devAcArya
8046	2303	devAcArya
34492	9915	devacchandas
3083	872	devacchandasa
5314	1511	devadAlI
4741	1341	devadAnI
25112	7189	devadAruvanamAhAtmya
26816	7698	devadarzanin
30104	8661	devadattacara
32336	9299	devadattacara
1532	425	devadeveza
24989	7149	devadhAnya
12160	3477	devadharma
4852	1374	devadIpa
11294	3218	devadroNI
8433	2408	devadroNI
30947	8906	devadundubhi
15892	4556	devadUtI
16298	4669	devadUti
9164	2605	devagaNa
24863	7111	devagaNa
1927	543	devagAndhArI
900	242	devAgAra
34704	9986	devagAyana
13880	3970	devaheti
27529	7901	devahitArthAya
7289	2079	devahUya
27439	7877	devAhvaya
22912	6544	devajA
18341	5249	devajana
11923	3404	devajAta
18623	5331	devakA
1979	556	devakImAtR
12184	3483	devakrI
22012	6290	devakurumbA
34414	9896	devakUTa
25164	7207	devalAti
25229	7227	devAlaya
19366	5541	devAlaya
30791	8862	devaloka
2548	718	devaloka
20517	5872	devamAdana
8049	2305	devamaJjara
14098	4031	devamaNi
30347	8730	devamitrA
26685	7656	devamuni
662	177	devana
2176	612	devanala
19511	5579	devanAman
28565	8202	devanAman
8874	2523	devanandA
15958	4574	devAnukrama
2994	847	devapada
9225	2621	devapAda
19904	5694	devapallIpaTTana
33265	9564	devapAna
29403	8449	devapaNDita
15637	4481	devapathIya
27727	7961	devapati
23002	6571	devapattana
29435	8458	devapUjA
9705	2756	devapura
28439	8166	devapurohita
8852	2518	devaputra
13869	3968	devarAjamahiSIstotra
2428	681	devAribalasUdana
1580	439	devarSivarya
8220	2348	devarSivarya
20633	5905	devarSivarya
31224	8987	devasaha
5916	1676	devasaMgItayonin
30862	8883	devasarSapa
33554	9640	devasRSTa
11105	3170	devastut
23214	6629	devAsuranamaskRta
23449	6698	devAsuravaraprada
10660	3045	devAsurezvara
4016	1132	devasvAmin
9630	2733	devATa
9529	2703	devatADaka
18279	5233	devatama
14113	4037	devatAmaNi
22108	6317	devatAzraya
14376	4110	devAtman
6437	1830	devAtman
12687	3626	devavaktra
6414	1823	devavara
9131	2596	devAvasatha
25738	7371	devavat
25510	7301	devavAta
20816	5962	devavimalagaNi
